"index";"Company";"TypeName";"price_bracket"
661;"Lenovo";"Notebook";"30000"
662;"Lenovo";"Notebook";"30000"
663;"HP";"Notebook";"30000"
664;"MSI";"Gaming";"70000"
665;"Toshiba";"Notebook";"30000"
667;"HP";"Notebook";"30000"
668;"Toshiba";"Notebook";"70000"
669;"Acer";"Notebook";"30000"
670;"Microsoft";"Ultrabook";"90000"
671;"Lenovo";"Notebook";"50000"
672;"Lenovo";"2 in 1 Convertible";"50000"
673;"Lenovo";"Notebook";"10000"
674;"HP";"2 in 1 Convertible";"30000"
675;"MSI";"Gaming";"70000"
676;"Asus";"Ultrabook";"70000"
677;"HP";"2 in 1 Convertible";"30000"
678;"LG";"Ultrabook";"130000"
679;"Acer";"Gaming";"70000"
680;"MSI";"Gaming";"50000"
681;"Asus";"Notebook";"30000"
682;"Dell";"Gaming";"110000"
683;"HP";"Notebook";"30000"
684;"Lenovo";"2 in 1 Convertible";"70000"
685;"Dell";"Gaming";""
686;"HP";"Notebook";"30000"
687;"Dell";"Notebook";"30000"
688;"HP";"Notebook";"30000"
689;"Lenovo";"Notebook";"10000"
690;"Acer";"Notebook";"10000"
691;"Lenovo";"Notebook";"30000"
692;"HP";"Workstation";"110000"
693;"Lenovo";"2 in 1 Convertible";"130000"
694;"Toshiba";"Notebook";"50000"
695;"Acer";"Netbook";"10000"
696;"Lenovo";"2 in 1 Convertible";"90000"
697;"Asus";"2 in 1 Convertible";"30000"
698;"Toshiba";"Ultrabook";"110000"
700;"Dell";"Gaming";"50000"
701;"Lenovo";"Notebook";"30000"
702;"Lenovo";"Notebook";"30000"
703;"Lenovo";"Notebook";"30000"
704;"Lenovo";"Notebook";"30000"
705;"Dell";"Notebook";"50000"
706;"Acer";"2 in 1 Convertible";"50000"
707;"Lenovo";"Workstation";"90000"
708;"Lenovo";"Notebook";"70000"
709;"HP";"Notebook";"30000"
710;"Lenovo";"Gaming";"70000"
711;"Dell";"Notebook";"50000"
712;"Dell";"Notebook";"30000"
713;"Asus";"Notebook";"10000"
714;"Dell";"Notebook";"70000"
715;"Lenovo";"Notebook";"50000"
716;"Dell";"Notebook";"70000"
717;"Lenovo";"Notebook";"10000"
718;"Mediacom";"Notebook";"10000"
719;"HP";"Notebook";"70000"
720;"Lenovo";"Ultrabook";"90000"
721;"HP";"2 in 1 Convertible";"50000"
722;"Lenovo";"Ultrabook";"70000"
723;"Dell";"Gaming";""
724;"MSI";"Gaming";"70000"
725;"Lenovo";"Notebook";"30000"
727;"Dell";"2 in 1 Convertible";"30000"
728;"Dell";"Notebook";"30000"
729;"HP";"Notebook";"30000"
730;"Acer";"Gaming";"110000"
731;"Dell";"Notebook";"30000"
732;"HP";"Notebook";"30000"
733;"Acer";"Notebook";"30000"
734;"Lenovo";"Notebook";"50000"
735;"Lenovo";"Notebook";"50000"
736;"HP";"Workstation";"130000"
737;"Dell";"2 in 1 Convertible";"30000"
738;"MSI";"Gaming";"110000"
739;"Acer";"Notebook";"30000"
740;"Dell";"Notebook";"70000"
741;"Dell";"Notebook";"30000"
742;"Toshiba";"Notebook";"90000"
743;"Lenovo";"2 in 1 Convertible";"50000"
744;"Lenovo";"Workstation";""
745;"Acer";"Notebook";"10000"
746;"Samsung";"Ultrabook";"90000"
748;"Dell";"Notebook";"70000"
749;"HP";"Workstation";""
750;"Lenovo";"Netbook";"30000"
751;"HP";"Notebook";"110000"
752;"Asus";"Notebook";"30000"
754;"Asus";"Notebook";"50000"
755;"Lenovo";"2 in 1 Convertible";"70000"
756;"HP";"Notebook";"50000"
757;"HP";"Workstation";"90000"
758;"Dell";"Gaming";""
759;"Acer";"Notebook";"30000"
760;"Lenovo";"Gaming";"50000"
761;"Dell";"Ultrabook";"90000"
762;"Google";"Ultrabook";"90000"
763;"Asus";"Ultrabook";"70000"
764;"Dell";"Notebook";"50000"
765;"Acer";"Notebook";"30000"
766;"Asus";"Notebook";"30000"
767;"Dell";"Gaming";"50000"
768;"Samsung";"Ultrabook";"90000"
769;"Acer";"Notebook";"10000"
770;"Dell";"Notebook";"70000"
771;"Samsung";"2 in 1 Convertible";"90000"
772;"Toshiba";"Notebook";"50000"
773;"Dell";"Gaming";"50000"
775;"Asus";"2 in 1 Convertible";"50000"
776;"Lenovo";"Notebook";"130000"
777;"Acer";"Notebook";"30000"
778;"Razer";"Gaming";""
779;"Asus";"Notebook";"30000"
780;"Dell";"Gaming";""
781;"Asus";"Gaming";"130000"
782;"Toshiba";"Ultrabook";"90000"
783;"Lenovo";"Notebook";"10000"
784;"Lenovo";"Ultrabook";"130000"
785;"MSI";"Gaming";"110000"
786;"MSI";"Gaming";"50000"
787;"Lenovo";"Gaming";"50000"
788;"Acer";"Gaming";"130000"
789;"Dell";"Gaming";"50000"
790;"Asus";"Gaming";"70000"
791;"Vero";"Notebook";"10000"
792;"Lenovo";"2 in 1 Convertible";"110000"
793;"Lenovo";"2 in 1 Convertible";"50000"
794;"Apple";"Ultrabook";"70000"
795;"Lenovo";"2 in 1 Convertible";"130000"
796;"Asus";"Notebook";"10000"
797;"Dell";"Notebook";"50000"
798;"Lenovo";"2 in 1 Convertible";"70000"
799;"Dell";"Notebook";"30000"
800;"HP";"Workstation";"110000"
801;"Asus";"Notebook";"50000"
802;"Dell";"Ultrabook";"70000"
803;"Dell";"Notebook";"90000"
804;"Dell";"Netbook";"30000"
805;"HP";"Netbook";"70000"
806;"Toshiba";"Notebook";"50000"
807;"HP";"Notebook";"30000"
808;"Dell";"Gaming";"90000"
809;"Lenovo";"Notebook";"30000"
810;"HP";"Gaming";"90000"
811;"MSI";"Gaming";"130000"
812;"Samsung";"Ultrabook";"70000"
813;"Dell";"Notebook";"50000"
814;"Dell";"Notebook";"50000"
815;"Lenovo";"Ultrabook";"90000"
816;"Razer";"Ultrabook";"90000"
817;"HP";"Netbook";"30000"
818;"Dell";"Gaming";"130000"
819;"Dell";"Notebook";"50000"
820;"Lenovo";"Notebook";"30000"
821;"Toshiba";"Ultrabook";"50000"
822;"Lenovo";"Ultrabook";"130000"
823;"MSI";"Gaming";"70000"
824;"Lenovo";"Ultrabook";"90000"
825;"Toshiba";"Notebook";"30000"
826;"Asus";"2 in 1 Convertible";"70000"
827;"Dell";"Notebook";"30000"
828;"Acer";"Netbook";"10000"
829;"Acer";"Notebook";"30000"
830;"Razer";"Gaming";""
831;"Lenovo";"Ultrabook";"110000"
832;"Asus";"Notebook";"30000"
833;"Lenovo";"Notebook";"70000"
834;"Lenovo";"Notebook";"90000"
835;"Dell";"Gaming";""
836;"Asus";"Gaming";"130000"
837;"Toshiba";"Notebook";"30000"
838;"Lenovo";"Notebook";"10000"
839;"Asus";"Notebook";"30000"
840;"Asus";"Gaming";"90000"
841;"Dell";"Gaming";""
842;"HP";"Notebook";"50000"
843;"Dell";"Notebook";"30000"
844;"HP";"Ultrabook";"90000"
845;"Dell";"Notebook";"30000"
846;"HP";"2 in 1 Convertible";"30000"
847;"Asus";"Ultrabook";"50000"
848;"HP";"2 in 1 Convertible";"130000"
849;"HP";"Ultrabook";"70000"
850;"HP";"Notebook";"10000"
851;"Asus";"Gaming";"110000"
852;"Dell";"Notebook";"50000"
853;"Lenovo";"Ultrabook";"110000"
854;"Asus";"Notebook";"50000"
855;"Dell";"Notebook";"50000"
856;"Asus";"Notebook";"30000"
857;"HP";"2 in 1 Convertible";"130000"
858;"Dell";"Notebook";"30000"
859;"Lenovo";"Notebook";"30000"
860;"Lenovo";"Notebook";"50000"
861;"HP";"Notebook";"70000"
862;"Toshiba";"Notebook";"70000"
863;"Lenovo";"Gaming";"50000"
864;"Dell";"Ultrabook";"110000"
865;"HP";"Notebook";"50000"
866;"Toshiba";"Ultrabook";"50000"
867;"Lenovo";"2 in 1 Convertible";"110000"
868;"Acer";"Notebook";"50000"
869;"Dell";"Workstation";"90000"
870;"Lenovo";"Notebook";"50000"
871;"Lenovo";"Notebook";"30000"
872;"Toshiba";"Notebook";"70000"
873;"Lenovo";"Notebook";"30000"
874;"Samsung";"Ultrabook";"90000"
875;"Dell";"Ultrabook";"90000"
876;"Asus";"Notebook";"30000"
877;"Xiaomi";"Ultrabook";"50000"
878;"Dell";"Notebook";"50000"
879;"HP";"Notebook";"50000"
880;"HP";"2 in 1 Convertible";"90000"
881;"HP";"2 in 1 Convertible";"30000"
882;"Asus";"Notebook";"10000"
883;"Lenovo";"Notebook";"30000"
884;"Dell";"Notebook";"10000"
885;"HP";"2 in 1 Convertible";"90000"
886;"Dell";"Notebook";"30000"
887;"Asus";"Gaming";"70000"
888;"Acer";"Netbook";"10000"
889;"Lenovo";"Notebook";"30000"
890;"HP";"Notebook";"70000"
891;"HP";"2 in 1 Convertible";"70000"
892;"Samsung";"Ultrabook";"90000"
893;"Lenovo";"Ultrabook";"90000"
894;"MSI";"Gaming";""
895;"Toshiba";"Notebook";"70000"
896;"Dell";"Gaming";"50000"
897;"HP";"Notebook";"50000"
898;"Dell";"Notebook";"30000"
899;"Dell";"Notebook";"50000"
900;"Dell";"2 in 1 Convertible";"110000"
901;"Asus";"Gaming";"70000"
902;"Dell";"2 in 1 Convertible";"90000"
903;"Lenovo";"Ultrabook";"110000"
904;"Lenovo";"Notebook";"110000"
905;"LG";"Ultrabook";"110000"
906;"HP";"Netbook";"70000"
907;"Acer";"Notebook";"10000"
908;"Lenovo";"Notebook";"50000"
909;"LG";"Ultrabook";"110000"
910;"Dell";"Notebook";"70000"
911;"HP";"Ultrabook";""
912;"Lenovo";"Notebook";"50000"
913;"HP";"Notebook";"50000"
914;"Acer";"Notebook";"30000"
915;"Lenovo";"Notebook";"50000"
916;"HP";"Notebook";"50000"
917;"MSI";"Gaming";"90000"
918;"Dell";"Gaming";"70000"
919;"MSI";"Gaming";"50000"
920;"Dell";"Notebook";"30000"
921;"HP";"Ultrabook";"70000"
924;"Lenovo";"2 in 1 Convertible";"90000"
925;"Dell";"Notebook";"30000"
926;"Lenovo";"Ultrabook";"90000"
927;"HP";"Notebook";"70000"
928;"Dell";"Notebook";"30000"
929;"HP";"Notebook";"70000"
930;"Lenovo";"Notebook";"10000"
931;"HP";"Ultrabook";"90000"
932;"HP";"Notebook";"10000"
933;"Lenovo";"2 in 1 Convertible";"90000"
934;"Toshiba";"Notebook";"50000"
935;"HP";"Netbook";"90000"
936;"Dell";"Notebook";"30000"
937;"MSI";"Gaming";"70000"
939;"Dell";"Gaming";""
940;"HP";"Gaming";"70000"
941;"Asus";"Notebook";"30000"
942;"Acer";"Notebook";"30000"
943;"Toshiba";"Notebook";"50000"
944;"Lenovo";"2 in 1 Convertible";"70000"
945;"Lenovo";"Gaming";"50000"
946;"Dell";"Ultrabook";"70000"
947;"Lenovo";"Notebook";"30000"
948;"Dell";"Notebook";"30000"
949;"Acer";"Notebook";"10000"
950;"HP";"Workstation";"110000"
951;"Dell";"Ultrabook";"90000"
952;"Toshiba";"Notebook";"70000"
953;"Asus";"2 in 1 Convertible";"70000"
954;"Lenovo";"Ultrabook";"70000"
955;"Dell";"Gaming";""
956;"Dell";"2 in 1 Convertible";"110000"
957;"HP";"2 in 1 Convertible";"50000"
958;"Dell";"Ultrabook";"70000"
959;"Acer";"2 in 1 Convertible";"30000"
960;"Toshiba";"Notebook";"90000"
961;"Lenovo";"Ultrabook";"90000"
962;"Acer";"Notebook";"50000"
963;"Toshiba";"Ultrabook";"90000"
964;"HP";"Notebook";"50000"
965;"Dell";"Notebook";"30000"
966;"Dell";"Notebook";"50000"
967;"HP";"Notebook";"30000"
968;"Dell";"Gaming";""
969;"Lenovo";"Notebook";"30000"
970;"Dell";"2 in 1 Convertible";"110000"
971;"Dell";"Ultrabook";"110000"
972;"Dell";"Gaming";""
973;"Toshiba";"Notebook";"70000"
974;"Asus";"Gaming";"110000"
975;"HP";"Notebook";"50000"
976;"Lenovo";"Notebook";"50000"
977;"Asus";"2 in 1 Convertible";"90000"
979;"Asus";"Gaming";"90000"
980;"Dell";"2 in 1 Convertible";"70000"
981;"Toshiba";"Notebook";"70000"
982;"Lenovo";"Notebook";"30000"
983;"Fujitsu";"Notebook";"30000"
984;"Toshiba";"Notebook";"50000"
985;"Dell";"Notebook";"30000"
986;"HP";"Notebook";"50000"
987;"Lenovo";"Gaming";"70000"
988;"Dell";"Notebook";"30000"
989;"Dell";"Notebook";"50000"
990;"HP";"Netbook";"110000"
991;"HP";"Notebook";"30000"
992;"Lenovo";"Notebook";"10000"
993;"Lenovo";"Notebook";"70000"
995;"Asus";"Notebook";"70000"
996;"HP";"Ultrabook";"70000"
997;"Acer";"Notebook";"30000"
998;"Asus";"Gaming";"90000"
999;"HP";"Ultrabook";"110000"
1000;"Acer";"Gaming";"70000"
1001;"HP";"Notebook";"70000"
1002;"Dell";"Notebook";"30000"
1003;"HP";"Notebook";"50000"
1004;"Toshiba";"Notebook";"70000"
1005;"HP";"Notebook";"50000"
1006;"HP";"Notebook";"70000"
1007;"HP";"Ultrabook";"70000"
1008;"HP";"Notebook";"50000"
1009;"HP";"Notebook";"30000"
1010;"Dell";"Gaming";"50000"
1011;"HP";"Ultrabook";"90000"
1012;"HP";"Notebook";"90000"
1013;"HP";"Ultrabook";"110000"
1014;"HP";"Notebook";"50000"
1015;"Toshiba";"Notebook";"70000"
1016;"HP";"Notebook";"50000"
1017;"Lenovo";"Notebook";""
1018;"Toshiba";"Notebook";"70000"
1019;"HP";"Notebook";"110000"
1020;"Dell";"2 in 1 Convertible";"50000"
1021;"Toshiba";"Ultrabook";"90000"
1022;"HP";"Notebook";"70000"
1023;"HP";"Notebook";"70000"
1024;"Dell";"Notebook";"50000"
1025;"HP";"Ultrabook";"90000"
1026;"HP";"Notebook";"70000"
1027;"HP";"Notebook";"50000"
1028;"Dell";"Ultrabook";"90000"
1029;"HP";"Notebook";"50000"
1030;"HP";"Notebook";"50000"
1031;"Acer";"Notebook";"30000"
1032;"MSI";"Gaming";"70000"
1033;"HP";"Notebook";"70000"
1034;"HP";"Notebook";"70000"
1035;"HP";"Ultrabook";"70000"
1036;"HP";"Notebook";"30000"
1037;"Toshiba";"Ultrabook";"90000"
1038;"Dell";"Notebook";"50000"
1039;"HP";"Notebook";"50000"
1040;"Lenovo";"2 in 1 Convertible";"50000"
1041;"Vero";"Notebook";"10000"
1042;"Toshiba";"Notebook";"70000"
1043;"Lenovo";"Notebook";"50000"
1044;"HP";"Notebook";"50000"
1045;"HP";"Notebook";"110000"
1046;"HP";"Notebook";"70000"
1047;"MSI";"Gaming";"90000"
1048;"Lenovo";"Gaming";"130000"
1049;"Asus";"Netbook";"10000"
1050;"Lenovo";"Notebook";"130000"
1051;"HP";"Notebook";"50000"
1052;"Dell";"2 in 1 Convertible";"50000"
1053;"HP";"Notebook";"50000"
1054;"Dell";"Ultrabook";"130000"
1055;"HP";"Notebook";"30000"
1056;"HP";"Notebook";"30000"
1057;"Acer";"Notebook";"30000"
1058;"Dell";"2 in 1 Convertible";"70000"
1059;"MSI";"Gaming";"90000"
1061;"Asus";"Gaming";"50000"
1062;"Dell";"Notebook";"30000"
1063;"Dell";"Notebook";"50000"
1064;"MSI";"Gaming";"110000"
1065;"Dell";"Ultrabook";"70000"
1066;"Asus";"Gaming";""
1067;"Dell";"2 in 1 Convertible";"50000"
1068;"Dell";"Gaming";"70000"
1069;"Apple";"Ultrabook";"70000"
1070;"Dell";"Notebook";"30000"
1071;"HP";"Notebook";"70000"
1072;"HP";"Ultrabook";"70000"
1073;"HP";"Notebook";"50000"
1074;"Lenovo";"Ultrabook";"90000"
1075;"Lenovo";"Notebook";"30000"
1076;"Lenovo";"Notebook";"50000"
1077;"MSI";"Gaming";"130000"
1078;"Lenovo";"Notebook";"30000"
1079;"HP";"Notebook";"50000"
1080;"Lenovo";"Ultrabook";"70000"
1081;"Lenovo";"Gaming";""
1082;"Lenovo";"2 in 1 Convertible";"30000"
1083;"HP";"Ultrabook";"110000"
1084;"Dell";"Notebook";"30000"
1085;"HP";"Notebook";"50000"
1086;"HP";"Workstation";"70000"
1087;"Lenovo";"Notebook";"70000"
1088;"HP";"Notebook";"30000"
1089;"Acer";"Notebook";"30000"
1090;"Dell";"Notebook";"30000"
1091;"HP";"Notebook";"10000"
1092;"Asus";"Gaming";"90000"
1093;"Dell";"Ultrabook";"50000"
1094;"HP";"Netbook";"90000"
1095;"Acer";"Notebook";"50000"
1096;"Dell";"Notebook";"30000"
1097;"MSI";"Gaming";"90000"
1098;"HP";"Notebook";"30000"
1099;"Asus";"Gaming";"130000"
1100;"Dell";"Ultrabook";"70000"
1101;"Dell";"Ultrabook";"70000"
1102;"Acer";"Notebook";"10000"
1103;"HP";"Workstation";""
1104;"Lenovo";"Gaming";"70000"
1105;"Dell";"Ultrabook";"70000"
1106;"MSI";"Gaming";"90000"
1107;"Lenovo";"2 in 1 Convertible";"50000"
1108;"HP";"Notebook";"30000"
1109;"Asus";"Gaming";"70000"
1110;"HP";"Notebook";"90000"
1111;"Dell";"Notebook";"50000"
1112;"Lenovo";"Notebook";"30000"
1113;"HP";"Ultrabook";"110000"
1114;"Lenovo";"2 in 1 Convertible";"30000"
1115;"Dell";"Ultrabook";"70000"
1116;"Lenovo";"Gaming";""
1117;"Razer";"Ultrabook";"50000"
1118;"Toshiba";"Ultrabook";"110000"
1119;"Asus";"Gaming";"70000"
1120;"Vero";"Notebook";"10000"
1121;"HP";"Notebook";"90000"
1122;"HP";"Notebook";"90000"
1123;"Dell";"Notebook";"30000"
1124;"Asus";"Notebook";"30000"
1125;"Lenovo";"2 in 1 Convertible";"90000"
1126;"Lenovo";"2 in 1 Convertible";"30000"
1127;"HP";"Ultrabook";"110000"
1128;"Lenovo";"Gaming";"50000"
1129;"HP";"Gaming";"70000"
1130;"HP";"Notebook";"30000"
1131;"Lenovo";"2 in 1 Convertible";"110000"
1132;"Asus";"Notebook";"10000"
1133;"HP";"Ultrabook";"50000"
1134;"Acer";"Notebook";"30000"
1135;"Lenovo";"Notebook";"50000"
1136;"HP";"Workstation";""
1137;"Dell";"Notebook";"50000"
1138;"MSI";"Gaming";"130000"
1139;"HP";"Ultrabook";"110000"
1140;"Lenovo";"2 in 1 Convertible";"130000"
1141;"MSI";"Gaming";"70000"
1142;"HP";"2 in 1 Convertible";"90000"
1143;"HP";"Workstation";"110000"
1144;"HP";"2 in 1 Convertible";"90000"
1145;"HP";"Workstation";"110000"
1146;"HP";"Ultrabook";"130000"
1147;"Dell";"Notebook";"50000"
1148;"HP";"Notebook";"90000"
1149;"Lenovo";"2 in 1 Convertible";"130000"
1150;"Lenovo";"Notebook";"10000"
1151;"HP";"Notebook";"10000"
1152;"Lenovo";"Notebook";"30000"
1153;"Dell";"Gaming";"70000"
1154;"Dell";"Notebook";"110000"
1155;"HP";"Notebook";"30000"
1156;"MSI";"Gaming";"70000"
1157;"Lenovo";"Ultrabook";"130000"
1158;"Lenovo";"Notebook";"50000"
1159;"HP";"2 in 1 Convertible";"110000"
1160;"Lenovo";"Ultrabook";"70000"
1161;"MSI";"Gaming";"90000"
1162;"HP";"Gaming";"50000"
1163;"Lenovo";"Notebook";"30000"
1164;"HP";"Notebook";"30000"
1165;"Dell";"Gaming";"70000"
1166;"Lenovo";"Notebook";"70000"
1167;"Lenovo";"Notebook";"30000"
1168;"HP";"Notebook";"10000"
1169;"MSI";"Gaming";"50000"
1170;"HP";"Notebook";"30000"
1171;"HP";"Notebook";"70000"
1172;"Asus";"Notebook";"10000"
1173;"Lenovo";"Notebook";"30000"
1174;"Lenovo";"Notebook";"30000"
1175;"Asus";"Notebook";"50000"
1176;"Lenovo";"Notebook";"50000"
1177;"Lenovo";"Gaming";"70000"
1178;"MSI";"Gaming";"110000"
1179;"HP";"Notebook";"30000"
1180;"Lenovo";"2 in 1 Convertible";"90000"
1181;"Lenovo";"Ultrabook";"50000"
1182;"Dell";"Notebook";"50000"
1183;"Acer";"Notebook";"10000"
1184;"HP";"Notebook";"50000"
1185;"Asus";"Gaming";"50000"
1186;"Dell";"2 in 1 Convertible";"70000"
1187;"Acer";"Notebook";"30000"
1188;"Dell";"Ultrabook";"50000"
1189;"Acer";"Gaming";"130000"
1190;"Lenovo";"Gaming";"50000"
1191;"Samsung";"2 in 1 Convertible";"30000"
1192;"HP";"Notebook";"30000"
1193;"Apple";"Ultrabook";"70000"
1194;"Dell";"2 in 1 Convertible";"70000"
1195;"HP";"Notebook";"70000"
1196;"Lenovo";"Notebook";"10000"
1197;"Asus";"Gaming";"110000"
1198;"Acer";"Notebook";"10000"
1199;"MSI";"Gaming";"110000"
1200;"Dell";"Notebook";"30000"
1201;"Lenovo";"Notebook";"30000"
1203;"Dell";"Ultrabook";""
1204;"Asus";"Gaming";"70000"
1205;"Dell";"Notebook";"50000"
1206;"HP";"Notebook";"30000"
1207;"Lenovo";"Notebook";"10000"
1208;"Acer";"Notebook";"30000"
1209;"Asus";"Gaming";"130000"
1210;"Apple";"Ultrabook";"70000"
1211;"Asus";"Notebook";"90000"
1212;"MSI";"Gaming";"110000"
1213;"Dell";"2 in 1 Convertible";"50000"
1214;"Asus";"Gaming";"110000"
1215;"Acer";"Netbook";"10000"
1216;"Acer";"Notebook";"30000"
1217;"Lenovo";"Notebook";"30000"
1218;"Lenovo";"Gaming";"70000"
1219;"Acer";"2 in 1 Convertible";"70000"
1220;"Lenovo";"Notebook";"90000"
1221;"MSI";"Gaming";"70000"
1222;"HP";"Notebook";"30000"
1223;"Dell";"Ultrabook";"90000"
1224;"Dell";"2 in 1 Convertible";"30000"
1225;"Asus";"Notebook";"10000"
1226;"Dell";"Ultrabook";"70000"
1227;"Dell";"Notebook";"30000"
1228;"Lenovo";"Gaming";"50000"
1229;"MSI";"Gaming";"70000"
1230;"Lenovo";"Netbook";"90000"
1231;"Razer";"Gaming";""
1232;"Dell";"Notebook";"30000"
1233;"MSI";"Gaming";"90000"
1234;"Apple";"Ultrabook";"50000"
1235;"HP";"Notebook";"30000"
1236;"HP";"Ultrabook";"110000"
1237;"Dell";"Notebook";"30000"
1238;"MSI";"Gaming";"70000"
1239;"Lenovo";"Notebook";"70000"
1240;"Lenovo";"Notebook";"30000"
1241;"Asus";"Ultrabook";"70000"
1242;"Acer";"Notebook";"10000"
1243;"Dell";"2 in 1 Convertible";"90000"
1244;"HP";"Notebook";"50000"
1246;"Dell";"Notebook";"50000"
1247;"Asus";"Gaming";"130000"
1248;"Lenovo";"Notebook";"30000"
1249;"Dell";"2 in 1 Convertible";"90000"
1250;"Dell";"Notebook";"10000"
1251;"HP";"Notebook";"30000"
1252;"Lenovo";"Notebook";"30000"
1253;"Lenovo";"Notebook";"50000"
1254;"Dell";"Notebook";"30000"
1255;"Asus";"Notebook";"10000"
1256;"Asus";"Gaming";"110000"
1257;"Dell";"Notebook";"30000"
1258;"Lenovo";"Notebook";"50000"
1259;"MSI";"Gaming";"70000"
1260;"Lenovo";"2 in 1 Convertible";"50000"
1261;"Asus";"Ultrabook";"30000"
1262;"Dell";"Notebook";"30000"
1263;"Acer";"Notebook";"10000"
1264;"Dell";"Notebook";"30000"
1265;"Lenovo";"Notebook";"50000"
1266;"HP";"Notebook";"30000"
1267;"Dell";"Notebook";"50000"
1268;"HP";"Netbook";"10000"
1269;"Asus";"Notebook";"30000"
1270;"Lenovo";"2 in 1 Convertible";"30000"
1271;"Lenovo";"2 in 1 Convertible";"70000"
1272;"Lenovo";"Notebook";"10000"
1273;"HP";"Notebook";"50000"
1274;"Asus";"Notebook";"10000"
1275;"Asus";"Ultrabook";"30000"
1276;"Dell";"Notebook";"30000"
1277;"Acer";"Notebook";"10000"
1278;"Dell";"Notebook";"30000"
1279;"Lenovo";"Notebook";"50000"
1280;"HP";"Notebook";"30000"
1281;"Dell";"Notebook";"50000"
1282;"HP";"Netbook";"10000"
1283;"Asus";"Notebook";"30000"
1284;"Lenovo";"2 in 1 Convertible";"30000"
1285;"Lenovo";"2 in 1 Convertible";"70000"
1286;"Lenovo";"Notebook";"10000"
1287;"HP";"Notebook";"50000"
1288;"Asus";"Notebook";"10000"
1289;"Asus";"Ultrabook";"30000"
1290;"Dell";"Notebook";"30000"
1291;"Acer";"Notebook";"10000"
1292;"Dell";"Notebook";"30000"
1293;"Lenovo";"Notebook";"50000"
1294;"HP";"Notebook";"30000"
1295;"Dell";"Notebook";"50000"
1296;"HP";"Netbook";"10000"
1297;"Asus";"Notebook";"30000"
1298;"Lenovo";"2 in 1 Convertible";"30000"
1299;"Lenovo";"2 in 1 Convertible";"70000"
1300;"Lenovo";"Notebook";"10000"
1301;"HP";"Notebook";"50000"
1302;"Asus";"Notebook";"10000"
